nama_rumah_sakit,alamat,telp,text
RS Agung,"Jl. Sultan Agung No.67, Rt.1/Rw.8, PS. Manggis, Kecamatan Setiabudi
Kota Jakarta Selatan DKI Jakarta
Indonesia", ,Reimbursement | DKI Jakarta | Kota Jakarta Selatan | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | DKI Jakarta | Kota Jakarta Selatan | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS Airlangga Jombang,"Jl. Airlangga No.50 C Jelakombo Kabupaten Jombang
Jawa Timur
Indonesia", ,Reimbursement | Jawa Timur | Kabupaten Jombang | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Jawa Timur | Kabupaten Jombang | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS Aisyiyah Bojonegoro,"Jl. Hasyim Asy`ari No.17 Bojonegoro Kabupaten Bojonegoro
Jawa Timur
Indonesia", ,Reimbursement | Jawa Timur | Kabupaten Bojonegoro | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Jawa Timur | Kabupaten Bojonegoro | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RSU Aisyiyah Ponorogo,"Jl. Dr. Sutomo No.18 - 24, Bangunsari, Kec. Ponorogo, Kabupaten Ponorogo, Jawa Timur 63419
Kabupaten Ponorogo
Jawa Timur", ,Reimbursement | Jawa Timur | Kabupaten Ponorogo | Tanggal Bergabung PRUPriority Hospital Reimbursement: 20 Feb 2024 | Reimbursement | Jawa Timur | Kabupaten Ponorogo | Tanggal Bergabung PRUPriority Hospital Reimbursement: 20 Feb 2024 | prudential | prudential
RSIA Aisyiyah Samarinda,"Jl. P. Hidayatullah No. 64 Kota Samarinda Kota Samarinda
Kalimantan Timur
Indonesia", ,Reimbursement | Kalimantan Timur | Kota Samarinda | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Kalimantan Timur | Kota Samarinda | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS Akademis Jaury Yusuf Putera,"Jl. Jend. M Yusuf No. 47a, Pattunuang Kota Makassar
Sulawesi Selatan
Indonesia", ,Reimbursement | Sulawesi Selatan | Kota Makassar | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Sulawesi Selatan | Kota Makassar | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS AL Dr. Komang Makes Belawan,"Jl. Bengkalis No.1 Kel Belawan 1 Kec. Medan Belawan Kota Medan
Sumatera Utara
Indonesia", ,Reimbursement | Sumatera Utara | Kota Medan | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Sumatera Utara | Kota Medan | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS AL Dr. Midiyato Suratani,"Jl. Ciptadi No.1, Tanjungpinang Kota, Kec. Tj. Pinang Kota Kota Tanjung Pinang
Kepulauan Riau
Indonesia", ,Reimbursement | Kepulauan Riau | Kota Tanjung Pinang | Tanggal Bergabung PRUPriority Hospital Reimbursement: 23 Aug 2024 | Reimbursement | Kepulauan Riau | Kota Tanjung Pinang | Tanggal Bergabung PRUPriority Hospital Reimbursement: 23 Aug 2024 | prudential | prudential
RS Al Huda Banyuwangi,"Jl. Raya Gambiran No. 225 Genteng, Dusun Krajan II, Gambiran,
Kabupaten Banyuwangi Jawa Timur
Indonesia", ,Reimbursement | Jawa Timur | Kabupaten Banyuwangi | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Jawa Timur | Kabupaten Banyuwangi | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS AL Ilyas Tarakan,"Jl RE. Martadinata No. 29 Kel. Pamusian kec. Tarakan Tengah.Tarakan
Kota Tarakan
Kalimantan Utara Indonesia", ,Reimbursement | Kalimantan Utara | Kota Tarakan | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Kalimantan Utara | Kota Tarakan | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS AL Jala Ammari Makassar,"Jl. Satando No 27 Kel Tamalabba Kec Ujung Tanah Kota Makassar
Sulawesi Selatan
Indonesia", ,Reimbursement | Sulawesi Selatan | Kota Makassar | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Sulawesi Selatan | Kota Makassar | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS AL Sabang,"Jl. Teuku Chik Ditiro, Kel. Kota Atas, Kec. Sukakarya Kota Sabang
Nanggroe Aceh Darussalam (NAD) Indonesia", ,Reimbursement | Nanggroe Aceh Darussalam (NAD) | Kota Sabang | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Nanggroe Aceh Darussalam (NAD) | Kota Sabang | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RSIA Al-Fauzan (Jakarta Islamic Hospital),"Jl. Pedati No 3 Rt 5 Rw 7, Kampung Tengah Kramat Jati Kota Jakarta Timur
DKI Jakarta
Indonesia", ,Reimbursement | DKI Jakarta | Kota Jakarta Timur | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | DKI Jakarta | Kota Jakarta Timur | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS Alia Hospital Depok,"Jl. Kartini No.2, Depok, Kec. Pancoran Mas Kota Depok
Jawa Barat Indonesia 16431",2130409000,Reimbursement | Jawa Barat | Kota Depok | Reimbursement | Jawa Barat | Kota Depok | prudential | prudential
RS Alia Hospital Pondok Bambu,"Jl. Pahlawan Revolusi No.100 Pondok Bambu Kota Jakarta Timur
DKI Jakarta Indonesia", ,Reimbursement | DKI Jakarta | Kota Jakarta Timur | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | DKI Jakarta | Kota Jakarta Timur | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS Allam Medica Bumiayu,"Jl. Pangeran Diponegoro No.609, Krajan, Jatisawit, Kec. Bumiayu, Kabupaten Brebes, Jawa Tengah 52273 Kabupaten Brebes
Jawa Tengah
Indonesia", ,Reimbursement | Jawa Tengah | Kabupaten Brebes | Tanggal Bergabung PRUPriority Hospital Reimbursement: 20 Feb 2024 | Reimbursement | Jawa Tengah | Kabupaten Brebes | Tanggal Bergabung PRUPriority Hospital Reimbursement: 20 Feb 2024 | prudential | prudential
RS Altius Hospitals,"Jl. Harapan Indah Bulevar Sektor V, Pusaka Rakyat, Kec. Tarumajaya, Kabupaten Bekasi, Jawa Barat 17214 Kabupaten Bekasi
Jawa Barat Indonesia", ,Reimbursement | Jawa Barat | Kabupaten Bekasi | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Jawa Barat | Kabupaten Bekasi | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS Amalia Bontang,"Jl. R. Suprapto No.22, Bontang Baru, Kec. Bontang Utara, Kota Bontang, Kalimantan Timur 75311
Kota Bontang Kalimantan Timur
Indonesia", ,Reimbursement | Kalimantan Timur | Kota Bontang | Tanggal Bergabung PRUPriority Hospital Reimbursement: 20 Feb 2024 | Reimbursement | Kalimantan Timur | Kota Bontang | Tanggal Bergabung PRUPriority Hospital Reimbursement: 20 Feb 2024 | prudential | prudential
RSIA Amanah Probolinggo,"Jalan Dr Moh Saleh No.43, Sukabumi, Mayangan, Probolinggo Kota Probolinggo
Jawa Timur
Indonesia", ,Reimbursement | Jawa Timur | Kota Probolinggo | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Jawa Timur | Kota Probolinggo | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RSU Amanda Berastagi,"Jalan Jamin Ginting Simp. Korpri No.1, Raya, Kec. Berastagi, Kabupaten Karo, Sumatera Utara 22152
Kabupaten Karo
Sumatera Utara Indonesia", ,Reimbursement | Sumatera Utara | Kabupaten Karo | Tanggal Bergabung PRUPriority Hospital Reimbursement: 20 Feb 2024 | Reimbursement | Sumatera Utara | Kabupaten Karo | Tanggal Bergabung PRUPriority Hospital Reimbursement: 20 Feb 2024 | prudential | prudential
RS Amanda Cikarang Selatan,"Jl. Raya Serang No. 83, Cikarang Selatan Kabupaten Bekasi
Jawa Barat Indonesia 17330",218971643,"Cashless - Tanpa Persetujuan Akhir | Jawa Barat | Kabupaten Bekasi | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, dan One Day Surgery)
3. Pre-Admission | Cashless - Tanpa Persetujuan Akhir | Jawa Barat | Kabupaten Bekasi | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, dan One Day Surgery)
3. Pre-Admission | prudential | prudential"
RS Amanda Cikarang Utara,"Sukaresmi, Jl. Raya Industri No.36, Cikarang Kota, Kec. Cikarang Utara
Kabupaten Bekasi
Jawa Barat Indonesia 17530",218900277,"Cashless - Tanpa Persetujuan Akhir | Jawa Barat | Kabupaten Bekasi | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, dan One Day Surgery)
3. Pre-Admission | Cashless - Tanpa Persetujuan Akhir | Jawa Barat | Kabupaten Bekasi | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, dan One Day Surgery)
3. Pre-Admission | prudential | prudential"
RSIA Amanna Baturaja,"Jl. Dr. Moh.Hatta, No.877 Baturaja Kabupaten Ogan Komering Ulu Sumatera Selatan
Indonesia", ,Reimbursement | Sumatera Selatan | Kabupaten Ogan Komering Ulu | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Sumatera Selatan | Kabupaten Ogan Komering Ulu | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RSU Aminah Blitar,"Jalan Veteran No. 39 Kelurahan Kepanjengkidul, Kecamatan Kepanjengkidul, Kota Blitar, Provinsi Jawa Timur
Kota Blitar Jawa Timur Indonesia", ,Reimbursement | Jawa Timur | Kota Blitar | Tanggal Bergabung PRUPriority Hospital Reimbursement: 20 Feb 2024 | Reimbursement | Jawa Timur | Kota Blitar | Tanggal Bergabung PRUPriority Hospital Reimbursement: 20 Feb 2024 | prudential | prudential
RSI Aminah Sidoarjo,"Jl. Untung Suropati Watutulis, Prambon, Sidoarjo Kabupaten Sidoarjo
Jawa Timur Indonesia", ,Reimbursement | Jawa Timur | Kabupaten Sidoarjo | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Jawa Timur | Kabupaten Sidoarjo | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS Amira,"Jl. Ipik Gandamanah Rt.035 Rw.003 Munjul Jaya Kabupaten Purwakarta
Jawa Barat Indonesia", ,Reimbursement | Jawa Barat | Kabupaten Purwakarta | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Jawa Barat | Kabupaten Purwakarta | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS An Ni’mah Wangon,"Jalan Raya Klapagading Kulon Kel. Klapagading RT 001 / RW 014, Kec. Wangon, Kab. Banyumas
Kabupaten Banyumas Jawa Tengah
Indonesia", ,Reimbursement | Jawa Tengah | Kabupaten Banyumas | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Jawa Tengah | Kabupaten Banyumas | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS Ananda Babelan,"JL. Raya Babelan RT. 002 RW.001, KM 9.6, Kebalen, Babelan Kota Bekasi
Jawa Barat Indonesia 17610",2189234000,"Cashless - Tanpa Persetujuan Akhir | Jawa Barat | Kota Bekasi | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, dan One Day Surgery)
3. Pre-Admission | Cashless - Tanpa Persetujuan Akhir | Jawa Barat | Kota Bekasi | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, dan One Day Surgery)
3. Pre-Admission | prudential | prudential"
RS Ananda Purwokerto,"Jl. Pemuda, No.30 Kabupaten Banyumas Jawa Tengah Indonesia 53132",281636417,"Cashless - Tanpa Persetujuan Akhir | Jawa Tengah | Kabupaten Banyumas | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, dan One Day Surgery)
3. Pre-Admission | Cashless - Tanpa Persetujuan Akhir | Jawa Tengah | Kabupaten Banyumas | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, dan One Day Surgery)
3. Pre-Admission | prudential | prudential"
RS Ananda,"Jl. Sultan Agung No.173, Medan Satria, Kecamatan Medan Satria
Kabupaten Bekasi Jawa Barat Indonesia 17133",218854338,"Cashless - Tanpa Persetujuan Akhir | Jawa Barat | Kabupaten Bekasi | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, dan One Day Surgery)
3. Pre-Admission | Cashless - Tanpa Persetujuan Akhir | Jawa Barat | Kabupaten Bekasi | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, dan One Day Surgery)
3. Pre-Admission | prudential | prudential"
RS Anggrek Mas,"Jl. Anggrek No.2B Rt.009/02 Kelapa Dua, Kebon Jeruk Kota Jakarta Barat
DKI Jakarta
Indonesia", ,Reimbursement | DKI Jakarta | Kota Jakarta Barat | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | DKI Jakarta | Kota Jakarta Barat | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS Angkatan Darat REM Wira Bhakti Mataram,"Jl. HOS Cokroaminoto 7 Mataram Kota Mataram
Nusa Tenggara Barat (NTB)
Indonesia", ,Reimbursement | Nusa Tenggara Barat (NTB) | Kota Mataram | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Nusa Tenggara Barat (NTB) | Kota Mataram | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS Angkatan Laut dr. R Gandhi AT,"Komplek TNI AL Lanal Biak Jalan Jenderal Sudirman Kelurahan Waupnor Kecamatan Biak Kota Kabupaten Biak Numfor Provinsi Papua (98515)
Kabupaten Biak Numfor Papua
Indonesia", ,Reimbursement | Papua | Kabupaten Biak Numfor | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Papua | Kabupaten Biak Numfor | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS Angkatan Laut dr. R. Oetojo,"Jl. Jend. Ahmad Yani Klademak IIIC Kota Sorong
Papua Barat Daya
Indonesia", ,Reimbursement | Papua Barat Daya | Kota Sorong | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Papua Barat Daya | Kota Sorong | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS Angkatan Udara dr. Efram Harsana,"Jl. Marsma TNI Anumerta R.Iswahjudi, Kelurahan Maospati, Kecamatan Maospati, Kab. Magetan
Kabupaten Magetan Jawa Timur
Indonesia", ,Reimbursement | Jawa Timur | Kabupaten Magetan | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Jawa Timur | Kabupaten Magetan | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS Angkatan Udara dr. Mohammad Sutomo,"Jl. Raya Kuala Dua No. 2 Kab. Kubu Raya Kabupaten Kubu Raya
Kalimantan Barat Indonesia", ,Reimbursement | Kalimantan Barat | Kabupaten Kubu Raya | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Kalimantan Barat | Kabupaten Kubu Raya | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS Angkatan Udara dr. Munir Lanud Abdulrachman Saleh,"Jl. Dr. M. Munir No.18 Lanud Abd. Saleh, Desa Saptorenggo Kec. Pakis Kab, Malang
Kabupaten Malang Jawa Timur
Indonesia", ,Reimbursement | Jawa Timur | Kabupaten Malang | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Jawa Timur | Kabupaten Malang | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS Angkatan Udara dr. Sukirman Lanud Roesmin Nurjadin,"Jl. Adi Sucipto No. 123 Kelurahan Maharatu Kecamatan Marpoyan Damai Kota Pekanbaru Provinsi Riau
Kota Pekanbaru Riau
Indonesia", ,Reimbursement | Riau | Kota Pekanbaru | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Riau | Kota Pekanbaru | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS Anna Medika,"Jl. Perjuangan No.45, Harapan Baru, Bekasi Utara Kota Bekasi
Jawa Barat Indonesia",2188882211,Reimbursement | Jawa Barat | Kota Bekasi | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Jawa Barat | Kota Bekasi | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS Anna,"Jl. Raya Pekayon No. 36, Jaka Setia, Bekasi Selatan Kota Bekasi
Jawa Barat Indonesia", ,Reimbursement | Jawa Barat | Kota Bekasi | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Jawa Barat | Kota Bekasi | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS Annisa Cikarang,"Jl. Cikarang Baru No. 31, Lemah Abang Kabupaten Bekasi
Jawa Barat
Indonesia", ,Reimbursement | Jawa Barat | Kabupaten Bekasi | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Jawa Barat | Kabupaten Bekasi | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS Antam Medika,"Jl. Pemuda Raya No. 1A Pulogadung Kota Jakarta Timur
DKI Jakarta
Indonesia", ,Reimbursement | DKI Jakarta | Kota Jakarta Timur | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | DKI Jakarta | Kota Jakarta Timur | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS Antam Nikel Pomalaa,"Jl. R.Suprapto Pomalaa Kab.Kolaka Kabupaten Kolaka
Sulawesi Tenggara
Indonesia", ,Reimbursement | Sulawesi Tenggara | Kabupaten Kolaka | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Sulawesi Tenggara | Kabupaten Kolaka | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS Anugerah Bunda Khatulistiwa,"Jl. Jenderal Ahmad Yani, Bangka Belitung Darat, Kec. Pontianak Tenggara, Kota Pontianak, Kalimantan Barat 78124 Kota Pontianak
Kalimantan Barat Indonesia", ,Reimbursement | Kalimantan Barat | Kota Pontianak | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Kalimantan Barat | Kota Pontianak | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RSIA Anugerah Semarang,"Jl. Kalisari Baru No.5-7 Kota Semarang
Jawa Tengah Indonesia 50245",248313543,"Cashless - Tanpa Persetujuan Akhir | Jawa Tengah | Kota Semarang | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, dan One Day Surgery)
3. Pre-Admission | Cashless - Tanpa Persetujuan Akhir | Jawa Tengah | Kota Semarang | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, dan One Day Surgery)
3. Pre-Admission | prudential | prudential"
RSUD Anugerah Tomohon,"Jl. Pinaras, Tumatangtang, Kec. Tomohon Sel. Kota Tomohon
Sulawesi Utara
Indonesia 95432",112,Reimbursement | Sulawesi Utara | Kota Tomohon | Reimbursement | Sulawesi Utara | Kota Tomohon | prudential | prudential
RS Anugrah Bunda Jaya,"Jl. MT. Haryono, Kapuas Kanan Hulu, Kec. Sintang, Kabupaten Sintang, Kalimantan Barat 78613
Kabupaten Sintang Kalimantan Barat
Indonesia", ,Reimbursement | Kalimantan Barat | Kabupaten Sintang | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Kalimantan Barat | Kabupaten Sintang | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RSIA Anugrah,"Jalan Sungai Raya Dalam No.43 Kelurahan Sungai Raya Dalam, Sungai Raya, Kec. Sungai Raya, Kabupaten Kubu Raya, Kalimantan Barat 78391
Kabupaten Kubu Raya Kalimantan Barat Indonesia", ,Reimbursement | Kalimantan Barat | Kabupaten Kubu Raya | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Kalimantan Barat | Kabupaten Kubu Raya | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS Anwar Medika,"Jl. Bypass Krian No.KM. 33, Semawut, Balongbendo, Kec. BalongBendo
Kabupaten Sidoarjo Jawa Timur
Indonesia 61262",318972052,Cashless - Tanpa Persetujuan Akhir | Jawa Timur | Kabupaten Sidoarjo | Cashless - Tanpa Persetujuan Akhir | Jawa Timur | Kabupaten Sidoarjo | prudential | prudential
RS Ar Bunda Lubuk Linggau,"Jl. Garuda No 245 Rt 03 Kel. Bandung Kiri, Kec. Linggau Barat 1
Kota Lubuk Linggau Sumatera Selatan Indonesia", ,Reimbursement | Sumatera Selatan | Kota Lubuk Linggau | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Sumatera Selatan | Kota Lubuk Linggau | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
